Employee_ID,FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
77.0,4.0,0,4.0,5.0,3.0,4.0,3.0,2.0,1.0,7.0,3.0,6.0,10.0,8.0,5.0,2.0,2.0,5.0,4.0,7.0,51 or more,M,689.8
189.0,3.0,3,10.0,1.0,4.0,4.0,2.0,0.0,1.0,2.0,2.0,4.0,10.0,8.0,0.0,8.0,2.0,7.0,1.0,10.0,21 to 35,M,660.5
137.0,2.0,1,5.0,9.0,4.0,3.0,1.0,1.0,2.0,10.0,1.0,1.0,10.0,7.0,0.0,2.0,2.0,10.0,8.0,2.0,36 to 50,F,669.9
2.0,3.0,1,10.0,5.0,8.0,9.0,10.0,5.0,1.0,8.0,8.0,10.0,6.0,7.0,2.0,6.0,2.0,6.0,7.0,8.0,36 to 50,M,748.2
83.0,3.0,3,3.0,3.0,3.0,3.0,7.0,5.0,1.0,7.0,1.0,5.0,3.0,6.0,5.0,7.0,2.0,10.0,1.0,10.0,36 to 50,M,665.4
101.0,3.0,2,2.0,6.0,2.0,4.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,7.0,4.0,5.0,1.0,0.0,2.0,6.0,21 to 35,M,573.0
6.0,3.0,3,10.0,9.0,5.0,10.0,4.0,1.0,2.0,10.0,3.0,5.0,8.0,7.0,10.0,2.0,2.0,5.0,8.0,3.0,36 to 50,F,677.5
160.0,3.0,3,10.0,1.0,4.0,4.0,2.0,0.0,1.0,2.0,2.0,4.0,10.0,8.0,0.0,8.0,2.0,7.0,1.0,10.0,21 to 35,M,660.5
12.0,1.0,2,1.0,7.0,4.0,6.0,4.0,5.0,2.0,5.0,2.0,3.0,3.0,7.0,0.0,2.0,2.0,10.0,8.0,5.0,36 to 50,M,666.9
102.0,0.0,5,5.0,7.0,3.0,3.0,5.0,3.0,1.0,4.0,4.0,2.0,5.0,7.0,6.0,1.0,2.0,2.0,1.0,7.0,21 to 35,F,637.8
97.0,1.0,2,10.0,2.0,10.0,5.0,5.0,5.0,2.0,4.0,1.0,9.0,1.0,8.0,0.0,1.0,2.0,7.0,2.0,3.0,36 to 50,M,673.4
271.0,1.0,3,5.0,8.0,4.0,3.0,3.0,3.0,1.0,5.0,0.0,4.0,5.0,8.0,4.0,1.0,2.0,5.0,2.0,4.0,21 to 35,F,653.7
258.0,4.0,1,10.0,6.0,3.0,8.0,7.0,1.0,1.0,4.0,4.0,6.0,2.0,7.0,0.0,2.0,2.0,10.0,7.0,9.0,36 to 50,M,715.1
124.0,3.0,3,10.0,1.0,4.0,4.0,2.0,0.0,1.0,2.0,2.0,4.0,10.0,8.0,0.0,8.0,2.0,7.0,1.0,10.0,21 to 35,M,660.5
124.0,3.0,3,10.0,1.0,4.0,4.0,2.0,0.0,1.0,2.0,2.0,4.0,10.0,8.0,0.0,8.0,2.0,7.0,1.0,10.0,21 to 35,M,660.5
278.0,5.0,2,5.0,8.0,8.0,4.0,4.0,3.0,1.0,9.0,7.0,10.0,2.0,7.0,0.0,2.0,2.0,7.0,2.0,5.0,21 to 35,F,714.2
149.0,4.0,3,10.0,4.0,3.0,6.0,5.0,0.0,1.0,7.0,1.0,3.0,8.0,7.0,8.0,8.0,2.0,5.0,2.0,4.0,36 to 50,M,649.9
156.0,3.0,5,1.0,5.0,4.0,10.0,0.0,5.0,2.0,7.0,1.0,1.0,2.0,5.0,10.0,2.0,2.0,10.0,0.0,2.0,51 or more,M,616.8
44.0,5.0,3,7.0,9.0,8.0,10.0,6.0,3.0,2.0,7.0,4.0,5.0,5.0,7.0,0.0,3.0,2.0,10.0,2.0,1.0,36 to 50,F,696.2
82.0,5.0,4,8.0,3.0,6.0,6.0,8.0,4.0,2.0,7.0,2.0,6.0,6.0,5.0,7.0,8.0,2.0,5.0,0.0,2.0,36 to 50,M,646.7
244.0,4.0,4,4.0,4.0,6.0,10.0,3.0,5.0,2.0,5.0,2.0,8.0,0.0,8.0,5.0,3.0,2.0,3.0,0.0,5.0,36 to 50,M,649.4
108.0,4.0,2,7.0,1.0,4.0,5.0,1.0,3.0,1.0,7.0,1.0,5.0,2.0,6.0,0.0,1.0,2.0,7.0,0.0,4.0,21 to 35,F,663.7
86.0,1.0,5,1.0,5.0,4.0,10.0,2.0,0.0,2.0,7.0,0.0,4.0,0.0,7.0,5.0,0.0,2.0,3.0,6.0,1.0,21 to 35,F,609.3
97.0,2.0,4,2.0,3.0,2.0,1.0,4.0,0.0,2.0,3.0,1.0,3.0,2.0,7.0,6.0,4.0,2.0,10.0,3.0,4.0,36 to 50,M,598.9
95.0,4.0,3,6.0,3.0,5.0,3.0,1.0,0.0,1.0,9.0,2.0,6.0,5.0,8.0,0.0,2.0,2.0,6.0,4.0,10.0,21 to 35,F,679.6
14.0,2.0,4,10.0,10.0,10.0,10.0,10.0,5.0,1.0,7.0,8.0,8.0,10.0,7.0,0.0,1.0,2.0,10.0,10.0,8.0,21 to 35,M,773.3
22.0,5.0,2,10.0,3.0,10.0,4.0,6.0,1.0,2.0,7.0,5.0,10.0,10.0,7.0,5.0,3.0,1.0,10.0,8.0,10.0,36 to 50,F,700.6
299.0,4.0,3,4.0,10.0,10.0,10.0,5.0,4.0,1.0,6.0,5.0,10.0,10.0,7.0,0.0,3.0,2.0,10.0,7.0,6.0,36 to 50,M,746.5
44.0,5.0,3,10.0,10.0,7.0,10.0,10.0,4.0,1.0,10.0,7.0,9.0,1.0,7.0,0.0,3.0,2.0,10.0,4.0,10.0,36 to 50,F,758.2
30.0,3.0,5,2.0,10.0,3.0,8.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,7.0,7.0,7.0,2.0,8.0,4.0,2.0,21 to 35,F,629.7
53.0,5.0,3,5.0,5.0,10.0,10.0,8.0,3.0,1.0,3.0,6.0,4.0,3.0,5.0,0.0,10.0,2.0,10.0,3.0,10.0,36 to 50,M,702.4
56.0,2.0,4,3.0,8.0,10.0,10.0,3.0,5.0,2.0,3.0,1.0,1.0,1.0,9.0,0.0,4.0,2.0,5.0,5.0,10.0,21 to 35,M,666.9
269.0,4.0,3,6.0,5.0,4.0,5.0,3.0,0.0,1.0,5.0,5.0,5.0,5.0,7.0,5.0,1.0,2.0,3.0,2.0,6.0,21 to 35,M,660.5
286.0,5.0,1,4.0,1.0,10.0,2.0,5.0,5.0,1.0,10.0,10.0,7.0,10.0,7.0,0.0,2.0,2.0,5.0,7.0,10.0,21 to 35,M,740.8
72.0,5.0,3,5.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,6.0,0.0,1.0,2.0,1.0,0.0,10.0,21 to 35,M,624.6
270.0,3.0,3,5.0,4.0,10.0,10.0,3.0,5.0,1.0,9.0,5.0,5.0,9.0,6.0,10.0,1.0,1.0,6.0,5.0,5.0,21 to 35,M,684.1
283.0,2.0,2,7.0,10.0,7.0,10.0,4.0,4.0,1.0,7.0,4.0,9.0,4.0,8.0,0.0,1.0,2.0,5.0,2.0,5.0,36 to 50,M,715.9
214.0,3.0,1,10.0,5.0,1.0,10.0,3.0,3.0,1.0,1.0,5.0,2.0,3.0,8.0,0.0,1.0,2.0,2.0,4.0,10.0,21 to 35,M,687.3
285.0,1.0,3,4.0,5.0,0.0,10.0,4.0,1.0,1.0,5.0,1.0,5.0,1.0,7.0,0.0,6.0,2.0,6.0,0.0,2.0,21 to 35,M,635.0
5.0,2.0,5,7.0,1.0,7.0,5.0,5.0,5.0,1.0,4.0,3.0,6.0,0.0,5.0,0.0,10.0,1.0,0.0,0.0,1.0,21 to 35,F,611.0
239.0,5.0,4,8.0,3.0,8.0,4.0,0.0,5.0,1.0,10.0,2.0,7.0,1.0,9.0,4.0,1.0,2.0,3.0,1.0,2.0,21 to 35,F,674.9
157.0,4.0,2,0.0,8.0,4.0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,7.0,0.0,10.0,2.0,1.0,0.0,3.0,21 to 35,M,605.3
65.0,2.0,3,5.0,3.0,3.0,10.0,6.0,2.0,1.0,9.0,2.0,5.0,5.0,7.0,0.0,1.0,2.0,1.0,10.0,5.0,21 to 35,M,686.0
188.0,2.0,3,6.0,3.0,5.0,10.0,5.0,2.0,1.0,9.0,6.0,4.0,5.0,7.0,0.0,1.0,2.0,1.0,10.0,3.0,21 to 35,M,690.9
292.0,2.0,3,6.0,3.0,4.0,10.0,6.0,2.0,1.0,8.0,4.0,4.0,5.0,7.0,0.0,1.0,2.0,4.0,10.0,3.0,21 to 35,M,690.9
111.0,2.0,5,10.0,5.0,5.0,7.0,3.0,5.0,1.0,7.0,1.0,5.0,2.0,8.0,0.0,3.0,2.0,10.0,7.0,5.0,21 to 35,F,693.0
123.0,5.0,3,10.0,7.0,5.0,8.0,8.0,5.0,1.0,10.0,5.0,8.0,5.0,7.0,0.0,1.0,2.0,5.0,8.0,10.0,36 to 50,F,749.5
68.0,3.0,5,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,8.0,4.0,10.0,6.0,10.0,2.0,1.0,1.0,0.0,10.0,36 to 50,M,576.8
255.0,2.0,5,4.0,3.0,10.0,8.0,2.0,1.0,2.0,2.0,0.0,1.0,10.0,4.0,5.0,8.0,2.0,5.0,0.0,10.0,51 or more,M,616.6
264.0,5.0,1,10.0,10.0,10.0,10.0,6.0,5.0,1.0,8.0,4.0,7.0,3.0,8.0,7.0,1.0,2.0,10.0,3.0,4.0,51 or more,F,739.3
124.0,4.0,4,6.0,2.0,5.0,2.0,0.0,3.0,2.0,3.0,3.0,10.0,0.0,6.0,0.0,3.0,1.0,10.0,4.0,6.0,21 to 35,M,632.4
248.0,4.0,1,3.0,7.0,4.0,4.0,3.0,5.0,2.0,2.0,0.0,6.0,10.0,7.0,0.0,1.0,1.0,5.0,2.0,9.0,36 to 50,M,660.7
256.0,2.0,3,2.0,5.0,0.0,5.0,2.0,1.0,2.0,8.0,2.0,10.0,1.0,9.0,0.0,5.0,1.0,2.0,5.0,10.0,21 to 35,F,626.2
53.0,4.0,2,10.0,5.0,10.0,9.0,7.0,3.0,1.0,6.0,1.0,3.0,2.0,8.0,0.0,1.0,2.0,10.0,10.0,9.0,36 to 50,M,731.7
117.0,4.0,1,10.0,10.0,10.0,10.0,2.0,3.0,1.0,9.0,1.0,8.0,3.0,8.0,0.0,0.0,2.0,7.0,7.0,3.0,21 to 35,F,734.4
93.0,5.0,2,7.0,3.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0,4.0,0.0,7.0,0.0,10.0,2.0,4.0,1.0,2.0,36 to 50,F,614.4
190.0,3.0,3,3.0,9.0,5.0,10.0,4.0,3.0,2.0,9.0,5.0,4.0,4.0,7.0,3.0,0.0,2.0,7.0,5.0,8.0,21 to 35,M,687.5
245.0,4.0,1,3.0,7.0,4.0,4.0,3.0,5.0,2.0,2.0,0.0,6.0,10.0,7.0,0.0,1.0,1.0,5.0,2.0,9.0,36 to 50,M,660.7
24.0,4.0,4,6.0,9.0,6.0,10.0,2.0,5.0,1.0,6.0,1.0,8.0,5.0,6.0,10.0,2.0,2.0,10.0,1.0,5.0,21 to 35,F,688.1
266.0,1.0,3,3.0,6.0,10.0,6.0,3.0,5.0,2.0,6.0,6.0,3.0,3.0,8.0,5.0,1.0,1.0,9.0,10.0,10.0,36 to 50,F,670.5
273.0,0.0,4,0.0,8.0,5.0,10.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,7.0,1.0,0.0,2.0,4.0,2.0,8.0,21 to 35,M,638.0
276.0,5.0,2,3.0,4.0,10.0,10.0,4.0,5.0,1.0,7.0,2.0,9.0,2.0,7.0,0.0,1.0,2.0,7.0,9.0,7.0,21 to 35,M,727.6
57.0,5.0,1,6.0,10.0,6.0,10.0,7.0,2.0,1.0,7.0,5.0,7.0,10.0,7.0,0.0,3.0,2.0,10.0,7.0,4.0,36 to 50,F,742.5
106.0,1.0,4,5.0,4.0,1.0,6.0,1.0,2.0,2.0,1.0,0.0,6.0,0.0,6.0,0.0,8.0,2.0,5.0,0.0,1.0,36 to 50,M,590.8
135.0,1.0,4,4.0,5.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,10.0,2.0,6.0,4.0,5.0,2.0,3.0,1.0,7.0,21 to 35,F,629.0
63.0,2.0,2,10.0,10.0,10.0,10.0,10.0,1.0,1.0,8.0,5.0,8.0,2.0,8.0,0.0,1.0,2.0,6.0,8.0,10.0,36 to 50,F,744.6
83.0,1.0,1,3.0,5.0,2.0,2.0,3.0,5.0,2.0,4.0,4.0,5.0,3.0,5.0,0.0,1.0,2.0,10.0,2.0,8.0,36 to 50,M,656.7
57.0,0.0,5,2.0,2.0,1.0,1.0,2.0,0.0,2.0,6.0,3.0,3.0,0.0,7.0,10.0,5.0,1.0,1.0,0.0,7.0,36 to 50,F,546.2
263.0,1.0,3,10.0,6.0,7.0,5.0,0.0,2.0,1.0,5.0,4.0,3.0,10.0,7.0,0.0,3.0,2.0,3.0,3.0,5.0,21 to 35,M,673.7
257.0,1.0,2,5.0,4.0,10.0,10.0,3.0,3.0,1.0,10.0,1.0,6.0,10.0,9.0,10.0,0.0,1.0,1.0,1.0,2.0,21 to 35,F,659.4
5.0,3.0,4,6.0,5.0,5.0,7.0,7.0,5.0,1.0,7.0,6.0,3.0,5.0,7.0,2.0,1.0,2.0,7.0,8.0,7.0,21 to 35,F,707.7
162.0,3.0,4,3.0,3.0,5.0,5.0,10.0,3.0,1.0,7.0,2.0,7.0,3.0,6.0,0.0,0.0,1.0,10.0,2.0,3.0,21 to 35,M,665.8
183.0,2.0,3,5.0,4.0,3.0,10.0,9.0,2.0,1.0,10.0,3.0,10.0,3.0,8.0,10.0,5.0,2.0,4.0,3.0,9.0,21 to 35,F,680.4
281.0,4.0,2,9.0,6.0,1.0,10.0,1.0,5.0,1.0,2.0,1.0,6.0,1.0,6.0,0.0,2.0,1.0,5.0,1.0,5.0,36 to 50,M,658.8
227.0,5.0,2,10.0,10.0,10.0,10.0,2.0,5.0,1.0,8.0,4.0,10.0,4.0,8.0,0.0,0.0,2.0,10.0,5.0,5.0,51 or more,F,755.2
12.0,2.0,4,2.0,6.0,7.0,4.0,5.0,3.0,1.0,5.0,2.0,4.0,2.0,8.0,5.0,1.0,1.0,5.0,2.0,9.0,36 to 50,M,643.5
126.0,4.0,1,10.0,4.0,4.0,2.0,6.0,5.0,2.0,2.0,2.0,1.0,10.0,8.0,0.0,5.0,2.0,6.0,1.0,10.0,36 to 50,F,676.9
261.0,3.0,3,8.0,4.0,4.0,8.0,0.0,5.0,1.0,8.0,10.0,4.0,2.0,7.0,1.0,3.0,2.0,9.0,0.0,3.0,36 to 50,F,687.5
132.0,4.0,4,6.0,10.0,10.0,10.0,9.0,5.0,1.0,8.0,8.0,10.0,10.0,7.0,8.0,7.0,2.0,6.0,10.0,10.0,36 to 50,F,749.9
137.0,5.0,1,10.0,0.0,6.0,3.0,3.0,5.0,1.0,9.0,10.0,4.0,1.0,9.0,0.0,0.0,2.0,6.0,8.0,10.0,36 to 50,F,728.7
27.0,1.0,1,1.0,0.0,0.0,1.0,3.0,1.0,1.0,7.0,5.0,4.0,8.0,6.0,2.0,2.0,2.0,1.0,1.0,7.0,21 to 35,F,634.6
25.0,5.0,4,10.0,3.0,8.0,7.0,4.0,4.0,1.0,4.0,3.0,7.0,7.0,6.0,2.0,3.0,2.0,6.0,3.0,4.0,36 to 50,F,694.7
238.0,4.0,2,3.0,3.0,3.0,5.0,3.0,2.0,1.0,8.0,2.0,4.0,5.0,7.0,6.0,2.0,2.0,7.0,3.0,4.0,21 to 35,M,660.3
156.0,5.0,5,3.0,10.0,4.0,10.0,4.0,2.0,1.0,6.0,3.0,2.0,2.0,6.0,0.0,5.0,2.0,2.0,1.0,4.0,51 or more,M,658.0
101.0,0.0,4,1.0,3.0,0.0,3.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,6.0,0.0,2.0,1.0,1.0,3.0,4.0,21 to 35,M,559.4
13.0,5.0,2,4.0,6.0,5.0,10.0,8.0,1.0,1.0,8.0,4.0,8.0,5.0,7.0,5.0,5.0,2.0,5.0,4.0,10.0,21 to 35,M,703.6
137.0,4.0,3,7.0,7.0,6.0,5.0,5.0,3.0,2.0,6.0,1.0,1.0,5.0,9.0,0.0,1.0,2.0,7.0,1.0,1.0,36 to 50,F,661.8
290.0,2.0,4,2.0,4.0,7.0,10.0,10.0,4.0,1.0,9.0,5.0,6.0,0.0,6.0,2.0,5.0,2.0,7.0,2.0,7.0,21 to 35,M,686.0
114.0,1.0,3,4.0,4.0,4.0,5.0,5.0,3.0,2.0,7.0,3.0,4.0,10.0,7.0,0.0,1.0,2.0,8.0,2.0,3.0,36 to 50,F,660.3
226.0,1.0,4,10.0,10.0,10.0,10.0,5.0,5.0,2.0,5.0,2.0,7.0,2.0,7.0,0.0,0.0,2.0,10.0,3.0,10.0,36 to 50,M,708.5
49.0,0.0,1,5.0,2.0,3.0,3.0,7.0,1.0,1.0,1.0,7.0,1.0,2.0,7.0,0.0,0.0,2.0,5.0,3.0,1.0,21 to 35,M,642.7
181.0,4.0,5,1.0,9.0,8.0,7.0,6.0,5.0,2.0,7.0,2.0,2.0,10.0,10.0,0.0,5.0,2.0,0.0,1.0,7.0,21 to 35,F,670.7
261.0,4.0,3,2.0,7.0,3.0,6.0,2.0,5.0,2.0,5.0,2.0,3.0,10.0,7.0,1.0,4.0,2.0,3.0,0.0,2.0,36 to 50,F,646.5
260.0,2.0,2,8.0,10.0,10.0,10.0,6.0,3.0,2.0,5.0,7.0,8.0,2.0,7.0,3.0,2.0,1.0,9.0,4.0,6.0,21 to 35,F,688.3
38.0,3.0,3,10.0,10.0,4.0,10.0,6.0,5.0,2.0,7.0,4.0,10.0,3.0,5.0,8.0,2.0,1.0,10.0,1.0,4.0,21 to 35,F,673.0
207.0,1.0,3,4.0,6.0,10.0,10.0,0.0,5.0,1.0,4.0,2.0,1.0,0.0,6.0,0.0,10.0,2.0,4.0,1.0,10.0,21 to 35,F,654.4
212.0,5.0,4,9.0,5.0,5.0,8.0,6.0,2.0,1.0,3.0,5.0,10.0,5.0,7.0,0.0,1.0,2.0,9.0,1.0,7.0,36 to 50,F,709.1
119.0,1.0,4,3.0,2.0,5.0,10.0,1.0,2.0,2.0,0.0,1.0,10.0,0.0,8.0,10.0,5.0,1.0,4.0,0.0,2.0,36 to 50,M,580.1
21.0,5.0,3,10.0,8.0,10.0,8.0,5.0,5.0,1.0,10.0,6.0,4.0,3.0,7.0,0.0,0.0,2.0,10.0,6.0,10.0,51 or more,M,752.1
227.0,4.0,5,0.0,8.0,4.0,2.0,5.0,3.0,1.0,2.0,2.0,1.0,0.0,8.0,0.0,0.0,1.0,3.0,5.0,2.0,51 or more,F,624.2
280.0,5.0,5,8.0,5.0,6.0,5.0,1.0,2.0,2.0,6.0,0.0,7.0,0.0,6.0,7.0,10.0,2.0,3.0,0.0,5.0,36 to 50,F,613.1
187.0,5.0,2,7.0,3.0,10.0,10.0,5.0,5.0,2.0,3.0,2.0,6.0,0.0,7.0,0.0,1.0,2.0,8.0,2.0,8.0,36 to 50,F,693.0
45.0,1.0,4,3.0,5.0,3.0,5.0,10.0,0.0,1.0,7.0,4.0,2.0,6.0,8.0,7.0,5.0,2.0,7.0,10.0,10.0,21 to 35,M,668.6
80.0,2.0,4,10.0,6.0,4.0,10.0,2.0,2.0,1.0,8.0,0.0,2.0,3.0,8.0,2.0,2.0,2.0,2.0,0.0,4.0,36 to 50,F,656.7
268.0,2.0,1,8.0,7.0,4.0,10.0,5.0,3.0,2.0,5.0,4.0,7.0,5.0,5.0,0.0,5.0,2.0,6.0,3.0,6.0,36 to 50,M,679.2
67.0,1.0,4,0.0,5.0,10.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,3.0,10.0,0.0,2.0,3.0,1.0,0.0,36 to 50,F,567.1
302.0,2.0,5,3.0,7.0,4.0,4.0,4.0,2.0,1.0,7.0,1.0,3.0,0.0,7.0,0.0,0.0,1.0,8.0,1.0,7.0,36 to 50,M,638.0
307.0,4.0,1,10.0,3.0,2.0,10.0,2.0,2.0,1.0,9.0,5.0,6.0,1.0,7.0,0.0,3.0,1.0,7.0,2.0,5.0,21 to 35,M,676.0
290.0,2.0,0,2.0,10.0,0.0,4.0,4.0,2.0,2.0,6.0,0.0,2.0,2.0,7.0,10.0,0.0,2.0,8.0,0.0,10.0,21 to 35,M,636.1
118.0,5.0,5,2.0,4.0,2.0,9.0,1.0,0.0,1.0,7.0,3.0,1.0,4.0,8.0,3.0,1.0,1.0,3.0,3.0,1.0,36 to 50,F,620.8
182.0,5.0,2,1.0,10.0,4.0,5.0,2.0,4.0,1.0,1.0,2.0,5.0,10.0,7.0,0.0,0.0,2.0,5.0,1.0,7.0,36 to 50,F,689.4
153.0,4.0,2,4.0,8.0,4.0,5.0,4.0,5.0,1.0,8.0,2.0,7.0,4.0,8.0,0.0,1.0,2.0,5.0,3.0,7.0,51 or more,F,703.6
197.0,5.0,2,10.0,4.0,2.0,10.0,2.0,5.0,1.0,4.0,0.0,3.0,0.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,36 to 50,M,665.0
301.0,5.0,3,5.0,10.0,3.0,7.0,3.0,1.0,1.0,4.0,3.0,2.0,3.0,9.0,0.0,4.0,2.0,3.0,4.0,10.0,21 to 35,M,679.0
241.0,5.0,3,10.0,10.0,10.0,10.0,10.0,4.0,1.0,8.0,2.0,8.0,5.0,7.0,10.0,5.0,2.0,10.0,1.0,4.0,36 to 50,F,720.6
97.0,2.0,5,10.0,3.0,10.0,5.0,1.0,5.0,1.0,7.0,4.0,7.0,0.0,8.0,7.0,1.0,1.0,10.0,2.0,7.0,36 to 50,M,666.2
286.0,2.0,3,6.0,7.0,0.0,5.0,7.0,3.0,1.0,5.0,5.0,10.0,5.0,6.0,0.0,3.0,1.0,0.0,6.0,10.0,21 to 35,M,671.5
50.0,2.0,4,10.0,4.0,2.0,5.0,2.0,1.0,1.0,8.0,3.0,8.0,5.0,7.0,0.0,3.0,2.0,0.0,1.0,8.0,21 to 35,F,662.8
65.0,3.0,2,6.0,10.0,3.0,4.0,5.0,0.0,1.0,5.0,1.0,2.0,0.0,6.0,10.0,7.0,1.0,3.0,3.0,7.0,21 to 35,M,613.8
143.0,3.0,3,10.0,10.0,6.0,5.0,10.0,2.0,2.0,8.0,5.0,6.0,2.0,8.0,0.0,6.0,1.0,10.0,6.0,10.0,36 to 50,F,689.8
154.0,3.0,4,10.0,4.0,3.0,3.0,1.0,5.0,2.0,5.0,2.0,5.0,3.0,8.0,0.0,1.0,2.0,4.0,5.0,3.0,36 to 50,M,653.9
307.0,4.0,4,3.0,3.0,0.0,6.0,0.0,1.0,1.0,3.0,3.0,3.0,4.0,7.0,0.0,3.0,2.0,0.0,3.0,4.0,21 to 35,M,627.8
181.0,2.0,4,0.0,3.0,3.0,3.0,5.0,3.0,2.0,6.0,6.0,5.0,1.0,8.0,0.0,5.0,2.0,6.0,2.0,8.0,21 to 35,F,636.9
310.0,2.0,5,2.0,4.0,3.0,5.0,3.0,5.0,2.0,3.0,1.0,4.0,5.0,7.0,0.0,5.0,2.0,3.0,1.0,5.0,36 to 50,F,622.9
199.0,2.0,3,3.0,3.0,7.0,10.0,3.0,3.0,1.0,8.0,3.0,3.0,2.0,7.0,10.0,1.0,2.0,7.0,1.0,6.0,21 to 35,M,658.4
144.0,5.0,2,5.0,6.0,10.0,10.0,10.0,5.0,1.0,2.0,6.0,10.0,4.0,6.0,0.0,2.0,1.0,10.0,4.0,8.0,36 to 50,M,725.9
145.0,2.0,3,2.0,3.0,10.0,3.0,6.0,3.0,2.0,4.0,2.0,7.0,5.0,7.0,3.0,6.0,1.0,10.0,2.0,3.0,21 to 35,F,630.3
55.0,3.0,3,6.0,4.0,3.0,10.0,5.0,0.0,1.0,7.0,4.0,5.0,1.0,7.0,5.0,3.0,2.0,4.0,4.0,10.0,36 to 50,M,669.0
12.0,3.0,3,10.0,6.0,6.0,10.0,7.0,5.0,1.0,7.0,5.0,10.0,1.0,7.0,10.0,4.0,2.0,10.0,2.0,5.0,36 to 50,M,704.0
9.0,4.0,5,5.0,9.0,10.0,5.0,7.0,5.0,2.0,8.0,6.0,5.0,4.0,7.0,7.0,1.0,2.0,8.0,10.0,7.0,51 or more,F,701.3
243.0,5.0,1,10.0,6.0,10.0,10.0,9.0,1.0,1.0,9.0,3.0,4.0,4.0,7.0,0.0,0.0,2.0,10.0,5.0,10.0,21 to 35,M,745.3
4.0,2.0,4,6.0,7.0,3.0,10.0,4.0,1.0,1.0,8.0,4.0,10.0,3.0,8.0,2.0,2.0,1.0,5.0,3.0,6.0,21 to 35,F,668.5
33.0,4.0,2,3.0,5.0,6.0,3.0,2.0,4.0,1.0,4.0,4.0,5.0,1.0,7.0,4.0,7.0,1.0,6.0,7.0,4.0,36 to 50,F,645.2
260.0,1.0,4,2.0,5.0,10.0,10.0,5.0,0.0,2.0,2.0,1.0,3.0,1.0,7.0,0.0,3.0,1.0,10.0,2.0,3.0,21 to 35,F,617.6
43.0,5.0,4,2.0,2.0,10.0,1.0,7.0,5.0,2.0,7.0,2.0,2.0,0.0,9.0,9.0,3.0,1.0,7.0,10.0,10.0,36 to 50,M,646.7
32.0,3.0,2,10.0,0.0,10.0,3.0,2.0,5.0,1.0,9.0,2.0,4.0,2.0,6.0,10.0,2.0,2.0,10.0,2.0,4.0,51 or more,F,672.0
245.0,4.0,1,6.0,4.0,4.0,3.0,4.0,3.0,2.0,8.0,5.0,5.0,10.0,9.0,1.0,1.0,2.0,5.0,4.0,4.0,36 to 50,M,684.7
291.0,3.0,1,1.0,1.0,3.0,10.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,6.0,10.0,0.0,2.0,0.0,1.0,10.0,51 or more,M,623.8
105.0,3.0,4,7.0,10.0,10.0,10.0,5.0,5.0,1.0,8.0,3.0,2.0,3.0,7.0,10.0,10.0,2.0,6.0,3.0,1.0,36 to 50,F,670.1
140.0,5.0,3,2.0,5.0,1.0,3.0,2.0,1.0,1.0,9.0,6.0,10.0,0.0,8.0,10.0,10.0,1.0,4.0,1.0,9.0,36 to 50,F,626.0
192.0,5.0,2,10.0,3.0,5.0,3.0,8.0,4.0,2.0,3.0,2.0,2.0,5.0,7.0,2.0,1.0,2.0,7.0,3.0,8.0,51 or more,F,676.9
197.0,3.0,4,2.0,10.0,10.0,10.0,3.0,5.0,2.0,2.0,2.0,4.0,0.0,7.0,5.0,2.0,2.0,6.0,3.0,2.0,36 to 50,M,651.8
203.0,1.0,3,10.0,9.0,4.0,9.0,5.0,5.0,1.0,9.0,1.0,10.0,4.0,8.0,0.0,2.0,2.0,10.0,1.0,9.0,21 to 35,F,722.9
305.0,1.0,2,8.0,6.0,0.0,10.0,5.0,2.0,2.0,5.0,3.0,3.0,2.0,7.0,4.0,1.0,2.0,10.0,8.0,7.0,36 to 50,M,666.9
153.0,5.0,5,10.0,1.0,3.0,2.0,1.0,3.0,2.0,5.0,4.0,1.0,1.0,9.0,0.0,1.0,2.0,4.0,1.0,10.0,51 or more,F,643.1
198.0,2.0,1,2.0,10.0,10.0,1.0,2.0,5.0,2.0,5.0,2.0,2.0,10.0,7.0,5.0,1.0,2.0,10.0,10.0,10.0,51 or more,M,693.9
